user,tier,model,threshold_policy,attack_type,seed,accept_threshold,bypass_rate_window,bypass_rate_session
user12,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,0,0.6316890194986989,0.0,0.0
user12,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.6316890194986989,0.0,0.0
user12,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,0,0.5675743417540559,0.1,0.0
user12,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.5675743417540559,0.1,0.0
user12,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,0,0.3722052426664812,0.0,0.0
user12,T1,T1_SVM_RBF,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.3722052426664812,0.0,0.0
user12,T1,T1_kNN,calibration_FAR<=0.10,sapiagent,0,0.6,0.14166666666666666,0.05
user12,T1,T1_kNN,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.6,0.14166666666666666,0.05
user12,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,0,1.0000000000000002,0.0,0.0
user12,T1,T1_DecisionTree,calibration_FAR<=0.10_floor_0.05,sapiagent,0,1.0000000000000002,0.0,0.0
user12,T2,T2_RandomForest,calibration_FAR<=0.10,sapiagent,0,0.38,0.0,0.0
user12,T2,T2_RandomForest,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.38,0.0,0.0
user12,T2,T2_ExtraTrees,calibration_FAR<=0.10,sapiagent,0,0.39666666666666667,0.0,0.0
user12,T2,T2_ExtraTrees,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.39666666666666667,0.0,0.0
user12,T2,T2_GradientBoosting,calibration_FAR<=0.10,sapiagent,0,0.36151154533744784,0.1,0.0
user12,T2,T2_GradientBoosting,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.36151154533744784,0.1,0.0
user12,T2,T2_XGBoost,calibration_FAR<=0.10,sapiagent,0,0.2673075795173645,0.07083333333333333,0.0
user12,T2,T2_XGBoost,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.2673075795173645,0.07083333333333333,0.0
user12,T3,T3_1D_CNN,calibration_FAR<=0.10,sapiagent,0,0.5158219933509827,0.2625,0.05
user12,T3,T3_1D_CNN,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.5158219933509827,0.2625,0.05
user15,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,0,0.6455099028719449,0.0,0.0
user15,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.6455099028719449,0.0,0.0
user15,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,0,0.5189544175110958,0.0,0.0
user15,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.5189544175110958,0.0,0.0
user15,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,0,0.26025685159212164,0.0,0.0
user15,T1,T1_SVM_RBF,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.26025685159212164,0.0,0.0
user15,T1,T1_kNN,calibration_FAR<=0.10,sapiagent,0,0.6,0.020833333333333332,0.0
user15,T1,T1_kNN,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.6,0.020833333333333332,0.0
user15,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,0,1.0000000000000002,0.0,0.0
user15,T1,T1_DecisionTree,calibration_FAR<=0.10_floor_0.05,sapiagent,0,1.0000000000000002,0.0,0.0
user15,T2,T2_RandomForest,calibration_FAR<=0.10,sapiagent,0,0.31666666666666665,0.0,0.0
user15,T2,T2_RandomForest,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.31666666666666665,0.0,0.0
user15,T2,T2_ExtraTrees,calibration_FAR<=0.10,sapiagent,0,0.3233333333333333,0.008333333333333333,0.0
user15,T2,T2_ExtraTrees,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.3233333333333333,0.008333333333333333,0.0
user15,T2,T2_GradientBoosting,calibration_FAR<=0.10,sapiagent,0,0.3328106747974735,0.1625,0.0
user15,T2,T2_GradientBoosting,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.3328106747974735,0.1625,0.0
user15,T2,T2_XGBoost,calibration_FAR<=0.10,sapiagent,0,0.23760046064853668,0.041666666666666664,0.0
user15,T2,T2_XGBoost,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.23760046064853668,0.041666666666666664,0.0
user15,T3,T3_1D_CNN,calibration_FAR<=0.10,sapiagent,0,0.44417673349380493,0.08333333333333333,0.0
user15,T3,T3_1D_CNN,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.44417673349380493,0.08333333333333333,0.0
user16,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,0,0.6587211901215018,0.0,0.0
user16,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.6587211901215018,0.0,0.0
user16,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,0,0.7613009475898803,0.36666666666666664,0.25
user16,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.7613009475898803,0.36666666666666664,0.25
user16,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,0,0.6460273509309706,0.0,0.0
user16,T1,T1_SVM_RBF,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.6460273509309706,0.0,0.0
user16,T1,T1_kNN,calibration_FAR<=0.10,sapiagent,0,0.8,0.029166666666666667,0.0
user16,T1,T1_kNN,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.8,0.029166666666666667,0.0
user16,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,0,1.0000000000000002,0.0,0.0
user16,T1,T1_DecisionTree,calibration_FAR<=0.10_floor_0.05,sapiagent,0,1.0000000000000002,0.0,0.0
user16,T2,T2_RandomForest,calibration_FAR<=0.10,sapiagent,0,0.5566666666666666,0.004166666666666667,0.0
user16,T2,T2_RandomForest,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.5566666666666666,0.004166666666666667,0.0
user16,T2,T2_ExtraTrees,calibration_FAR<=0.10,sapiagent,0,0.5433333333333333,0.0,0.0
user16,T2,T2_ExtraTrees,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.5433333333333333,0.0,0.0
user16,T2,T2_GradientBoosting,calibration_FAR<=0.10,sapiagent,0,0.5942717493533847,0.2,0.0
user16,T2,T2_GradientBoosting,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.5942717493533847,0.2,0.0
user16,T2,T2_XGBoost,calibration_FAR<=0.10,sapiagent,0,0.641242504119873,0.07916666666666666,0.0
user16,T2,T2_XGBoost,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.641242504119873,0.07916666666666666,0.0
user16,T3,T3_1D_CNN,calibration_FAR<=0.10,sapiagent,0,0.755393385887146,0.21666666666666667,0.0
user16,T3,T3_1D_CNN,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.755393385887146,0.21666666666666667,0.0
user20,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,0,0.6346799050154064,0.0,0.0
user20,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.6346799050154064,0.0,0.0
user20,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,0,0.7200643369966492,0.07083333333333333,0.0
user20,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,sapiagent,0,0.7200643369966492,0.07083333333333333,0.0
user20,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,0,0.45127279067840176,0.0,0.0
